Sanidad,sub,w.length,prom
HLB+,5,552.885,9.86
HLB+,5,553.356,9.845714286
HLB+,5,553.827,9.832857143
HLB+,5,554.298,9.814285714
HLB+,5,554.769,9.794285714
HLB+,5,555.24,9.775714286
HLB+,5,555.711,9.748571429
HLB+,5,556.183,9.724285714
HLB+,5,556.654,9.695714286
HLB+,5,557.125,9.664285714
HLB+,5,557.597,9.632857143
HLB+,5,558.068,9.6
HLB+,5,558.54,9.561428571
HLB+,5,559.011,9.524285714
HLB+,5,559.483,9.484285714
HLB+,5,559.954,9.442857143
HLB+,5,560.426,9.4
HLB+,5,560.897,9.35
HLB+,6,540.18,9.856488095
HLB+,6,540.65,9.883809524
HLB+,6,541.12,9.912559524
HLB+,6,541.59,9.94327381
HLB+,6,542.06,9.970952381
HLB+,6,542.531,9.995535714
HLB+,6,543.001,10.01791667
HLB+,6,543.471,10.03755952
HLB+,6,543.941,10.06077381
HLB+,6,544.412,10.08255952
HLB+,6,544.882,10.10125
HLB+,6,545.353,10.11994048
HLB+,6,545.823,10.13505952
HLB+,6,546.294,10.15190476
HLB+,6,546.764,10.16553571
HLB+,6,547.235,10.18
HLB+,6,547.705,10.19178571
HLB+,6,548.176,10.20011905
HLB+,6,548.647,10.20642857
HLB+,6,549.118,10.2097619
HLB+,6,549.588,10.21303571
HLB+,6,550.059,10.21303571
HLB+,6,550.53,10.21303571
HLB+,6,551.001,10.21125
HLB+,6,551.472,10.20488095
HLB+,6,551.943,10.19720238
HLB+,6,552.414,10.18684524
HLB+,6,552.885,10.17375
HLB+,6,553.356,10.15797619
HLB+,6,553.827,10.14434524
HLB+,6,554.298,10.12482143
HLB+,6,554.769,10.10404762
HLB+,6,555.24,10.08410714
HLB+,6,555.711,10.0547619
HLB+,6,556.183,10.0289881
HLB+,6,556.654,10.00035714
HLB+,6,557.125,9.968630952
HLB+,6,557.597,9.937678571
HLB+,6,558.068,9.904642857
HLB+,6,558.54,9.866071429
HLB+,6,559.011,9.828452381
HLB+,6,559.483,9.788511905
HLB+,6,559.954,9.747142857
HLB+,6,560.426,9.704047619
HLB+,6,560.897,9.65375
HLB+,7,540.18,9.3725
HLB+,7,540.65,9.3975
HLB+,7,541.12,9.42875
HLB+,7,541.59,9.455
HLB+,7,542.06,9.48
HLB+,7,542.531,9.50375
HLB+,7,543.001,9.5275
HLB+,7,543.471,9.55
HLB+,7,543.941,9.57125
HLB+,7,544.412,9.59
HLB+,7,544.882,9.60875
HLB+,7,545.353,9.62625
HLB+,7,545.823,9.6425
HLB+,7,546.294,9.65875
HLB+,7,546.764,9.67125
HLB+,7,547.235,9.685
HLB+,7,547.705,9.6925
HLB+,7,548.176,9.7025
HLB+,7,548.647,9.70875
HLB+,7,549.118,9.715
HLB+,7,549.588,9.7175
HLB+,7,550.059,9.715
HLB+,7,550.53,9.71625
HLB+,7,551.001,9.715
HLB+,7,551.472,9.7075
HLB+,7,551.943,9.69875
HLB+,7,552.414,9.6875
HLB+,7,552.885,9.6775
HLB+,7,553.356,9.6625
HLB+,7,553.827,9.645
HLB+,7,554.298,9.62875
HLB+,7,554.769,9.60875
HLB+,7,555.24,9.5875
HLB+,7,555.711,9.56125
HLB+,7,556.183,9.53375
HLB+,7,556.654,9.50875
HLB+,7,557.125,9.475
HLB+,7,557.597,9.445
HLB+,7,558.068,9.41125
HLB+,7,558.54,9.37375
HLB+,7,559.011,9.33625
HLB+,7,559.483,9.295
HLB+,7,559.954,9.25625
HLB+,7,560.426,9.21
HLB+,7,560.897,9.165
HLB+,8,540.18,10.49285714
HLB+,8,540.65,10.52428571
HLB+,8,541.12,10.55857143
HLB+,8,541.59,10.59571429
HLB+,8,542.06,10.62571429
HLB+,8,542.531,10.65428571
HLB+,8,543.001,10.68428571
HLB+,8,543.471,10.70714286
HLB+,8,543.941,10.73571429
HLB+,8,544.412,10.76142857
HLB+,8,544.882,10.78714286
HLB+,8,545.353,10.81142857
HLB+,8,545.823,10.83285714
HLB+,8,546.294,10.85285714
HLB+,8,546.764,10.86857143
HLB+,8,547.235,10.88714286
HLB+,8,547.705,10.90428571
HLB+,8,548.176,10.91571429
HLB+,8,548.647,10.92571429
HLB+,8,549.118,10.93571429
HLB+,8,549.588,10.94
HLB+,8,550.059,10.94571429
HLB+,8,550.53,10.94857143
HLB+,8,551.001,10.95
HLB+,8,551.472,10.94714286
HLB+,8,551.943,10.94285714
HLB+,8,552.414,10.93571429
HLB+,8,552.885,10.92714286
HLB+,8,553.356,10.91428571
HLB+,8,553.827,10.89857143
HLB+,8,554.298,10.88142857
HLB+,8,554.769,10.86428571
HLB+,8,555.24,10.84714286
HLB+,8,555.711,10.82
HLB+,8,556.183,10.79428571
HLB+,8,556.654,10.76857143
HLB+,8,557.125,10.73857143
HLB+,8,557.597,10.70714286
HLB+,8,558.068,10.67428571
HLB+,8,558.54,10.63857143
HLB+,8,559.011,10.6
HLB+,8,559.483,10.56142857
HLB+,8,559.954,10.51857143
HLB+,8,560.426,10.47714286
HLB+,8,560.897,10.42714286
HLB+,9,540.18,10.02101429
HLB+,9,540.65,10.04807143
HLB+,9,541.12,10.07829286
HLB+,9,541.59,10.11002857
HLB+,9,542.06,10.13702857
HLB+,9,542.531,10.16192143
HLB+,9,543.001,10.18687143
HLB+,9,543.471,10.20668571
HLB+,9,543.941,10.23067857
HLB+,9,544.412,10.25165714
HLB+,9,544.882,10.27263571
HLB+,9,545.353,10.29190714
HLB+,9,545.823,10.30901429
HLB+,9,546.294,10.32566429
HLB+,9,546.764,10.33799286
HLB+,9,547.235,10.35328571
HLB+,9,547.705,10.36547143
HLB+,9,548.176,10.37432857
HLB+,9,548.647,10.38137857
HLB+,9,549.118,10.38642857
HLB+,9,549.588,10.3887
HLB+,9,550.059,10.3887
HLB+,9,550.53,10.38939286
HLB+,9,551.001,10.3886
HLB+,9,551.472,10.38258571
HLB+,9,551.943,10.37446429
HLB+,9,552.414,10.36372857
HLB+,9,552.885,10.35258571
HLB+,9,553.356,10.33747143
HLB+,9,553.827,10.32014286
HLB+,9,554.298,10.30160714
HLB+,9,554.769,10.28172143
HLB+,9,555.24,10.26138571
HLB+,9,555.711,10.23325
HLB+,9,556.183,10.20592143
HLB+,9,556.654,10.17909286
HLB+,9,557.125,10.14694286
HLB+,9,557.597,10.11488571
HLB+,9,558.068,10.08102143
HLB+,9,558.54,10.04369286
HLB+,9,559.011,10.00425
HLB+,9,559.483,9.965057143
HLB+,9,559.954,9.923792857
HLB+,9,560.426,9.879085714
HLB+,9,560.897,9.830085714
HLB+,10,540.18,9.71125
HLB+,10,540.65,9.74125
HLB+,10,541.12,9.77125
HLB+,10,541.59,9.79875
HLB+,10,542.06,9.82375
HLB+,10,542.531,9.8525
HLB+,10,543.001,9.875
HLB+,10,543.471,9.9
HLB+,10,543.941,9.92
HLB+,10,544.412,9.94125
HLB+,10,544.882,9.96125
HLB+,10,545.353,9.98125
HLB+,10,545.823,9.9975
HLB+,10,546.294,10.0125
HLB+,10,546.764,10.0275
HLB+,10,547.235,10.04125
HLB+,10,547.705,10.05375
HLB+,10,548.176,10.06375
HLB+,10,548.647,10.06875
HLB+,10,549.118,10.075
HLB+,10,549.588,10.07875
HLB+,10,550.059,10.08
HLB+,10,550.53,10.07875
HLB+,10,551.001,10.07625
HLB+,10,551.472,10.07125
HLB+,10,551.943,10.065
HLB+,10,552.414,10.055
HLB+,10,552.885,10.04125
HLB+,10,553.356,10.02875
HLB+,10,553.827,10.0125
HLB+,10,554.298,9.995
HLB+,10,554.769,9.975
HLB+,10,555.24,9.95375
HLB+,10,555.711,9.9275
HLB+,10,556.183,9.90125
HLB+,10,556.654,9.87375
HLB+,10,557.125,9.8425
HLB+,10,557.597,9.8125
HLB+,10,558.068,9.77625
HLB+,10,558.54,9.74125
HLB+,10,559.011,9.70375
HLB+,10,559.483,9.6625
HLB+,10,559.954,9.62125
HLB+,10,560.426,9.57625
HLB+,10,560.897,9.53125
HLB+,11,540.18,9.145
HLB+,11,540.65,9.175
HLB+,11,541.12,9.205
HLB+,11,541.59,9.23625
HLB+,11,542.06,9.265
HLB+,11,542.531,9.29125
HLB+,11,543.001,9.3175
HLB+,11,543.471,9.33625
HLB+,11,543.941,9.36125
HLB+,11,544.412,9.3825
HLB+,11,544.882,9.40375
HLB+,11,545.353,9.425
HLB+,11,545.823,9.4425
HLB+,11,546.294,9.45875
HLB+,11,546.764,9.475
HLB+,11,547.235,9.48875
HLB+,11,547.705,9.5025
HLB+,11,548.176,9.5125
HLB+,11,548.647,9.52125
HLB+,11,549.118,9.52375
HLB+,11,549.588,9.53
HLB+,11,550.059,9.53
HLB+,11,550.53,9.53
HLB+,11,551.001,9.5275
HLB+,11,551.472,9.52375
HLB+,11,551.943,9.51625
HLB+,11,552.414,9.50625
HLB+,11,552.885,9.49625
HLB+,11,553.356,9.48
HLB+,11,553.827,9.46625
HLB+,11,554.298,9.44625
HLB+,11,554.769,9.4275
HLB+,11,555.24,9.405
HLB+,11,555.711,9.3775
HLB+,11,556.183,9.35375
HLB+,11,556.654,9.32625
HLB+,11,557.125,9.29625
HLB+,11,557.597,9.2625
HLB+,11,558.068,9.22875
HLB+,11,558.54,9.1925
HLB+,11,559.011,9.15375
HLB+,11,559.483,9.11375
HLB+,11,559.954,9.075
HLB+,11,560.426,9.03125
HLB+,11,560.897,8.98375
HLB+,12,540.18,9.7925
HLB+,12,540.65,9.81625
HLB+,12,541.12,9.84375
HLB+,12,541.59,9.875
HLB+,12,542.06,9.90375
HLB+,12,542.531,9.92625
HLB+,12,543.001,9.94875
HLB+,12,543.471,9.9625
HLB+,12,543.941,9.98625
HLB+,12,544.412,10.0075
HLB+,12,544.882,10.025
HLB+,12,545.353,10.04125
HLB+,12,545.823,10.0575
HLB+,12,546.294,10.07125
HLB+,12,546.764,10.08375
HLB+,12,547.235,10.0975
HLB+,12,547.705,10.1075
HLB+,12,548.176,10.115
HLB+,12,548.647,10.1225
HLB+,12,549.118,10.12125
HLB+,12,549.588,10.1225
HLB+,12,550.059,10.12
HLB+,12,550.53,10.12
HLB+,12,551.001,10.12
HLB+,12,551.472,10.1125
HLB+,12,551.943,10.10125
HLB+,12,552.414,10.08875
HLB+,12,552.885,10.07375
HLB+,12,553.356,10.0575
HLB+,12,553.827,10.04125
HLB+,12,554.298,10.02125
HLB+,12,554.769,9.99875
HLB+,12,555.24,9.97875
HLB+,12,555.711,9.945
HLB+,12,556.183,9.9175
HLB+,12,556.654,9.88875
HLB+,12,557.125,9.855
HLB+,12,557.597,9.8225
HLB+,12,558.068,9.7875
HLB+,12,558.54,9.7475
HLB+,12,559.011,9.71
HLB+,12,559.483,9.67
HLB+,12,559.954,9.63
HLB+,12,560.426,9.58375
HLB+,12,560.897,9.53125
HLB+,13,540.18,9.64625
HLB+,13,540.65,9.67625
HLB+,13,541.12,9.70375
HLB+,13,541.59,9.7325
HLB+,13,542.06,9.7575
HLB+,13,542.531,9.7825
HLB+,13,543.001,9.805
HLB+,13,543.471,9.82875
HLB+,13,543.941,9.84875
HLB+,13,544.412,9.8675
HLB+,13,544.882,9.8875
HLB+,13,545.353,9.90375
HLB+,13,545.823,9.9225
HLB+,13,546.294,9.93625
HLB+,13,546.764,9.95125
HLB+,13,547.235,9.9625
HLB+,13,547.705,9.9725
HLB+,13,548.176,9.9825
HLB+,13,548.647,9.98625
HLB+,13,549.118,9.9925
HLB+,13,549.588,9.99625
HLB+,13,550.059,9.9975
HLB+,13,550.53,9.995
HLB+,13,551.001,9.99375
HLB+,13,551.472,9.9875
HLB+,13,551.943,9.98
HLB+,13,552.414,9.97
HLB+,13,552.885,9.95625
HLB+,13,553.356,9.94375
HLB+,13,553.827,9.92875
HLB+,13,554.298,9.9125
HLB+,13,554.769,9.89
HLB+,13,555.24,9.86875
HLB+,13,555.711,9.845
HLB+,13,556.183,9.81625
HLB+,13,556.654,9.79125
HLB+,13,557.125,9.76125
HLB+,13,557.597,9.72875
HLB+,13,558.068,9.69625
HLB+,13,558.54,9.66
HLB+,13,559.011,9.62375
HLB+,13,559.483,9.585
HLB+,13,559.954,9.54375
HLB+,13,560.426,9.50125
HLB+,13,560.897,9.455
HLB+,14,540.18,8.23125
HLB+,14,540.65,8.25875
HLB+,14,541.12,8.28375
HLB+,14,541.59,8.315
HLB+,14,542.06,8.34125
HLB+,14,542.531,8.36375
HLB+,14,543.001,8.38625
HLB+,14,543.471,8.4025
HLB+,14,543.941,8.425
HLB+,14,544.412,8.445
HLB+,14,544.882,8.46375
HLB+,14,545.353,8.48125
HLB+,14,545.823,8.49875
HLB+,14,546.294,8.51375
HLB+,14,546.764,8.52875
HLB+,14,547.235,8.54125
HLB+,14,547.705,8.55375
HLB+,14,548.176,8.56375
HLB+,14,548.647,8.57125
HLB+,14,549.118,8.575
HLB+,14,549.588,8.57875
HLB+,14,550.059,8.58
HLB+,14,550.53,8.58125
HLB+,14,551.001,8.5825
HLB+,14,551.472,8.575
HLB+,14,551.943,8.57125
HLB+,14,552.414,8.5625
HLB+,14,552.885,8.55125
HLB+,14,553.356,8.5375
HLB+,14,553.827,8.52625
HLB+,14,554.298,8.5075
HLB+,14,554.769,8.49375
HLB+,14,555.24,8.475
HLB+,14,555.711,8.45125
HLB+,14,556.183,8.42625
HLB+,14,556.654,8.40375
HLB+,14,557.125,8.37375
HLB+,14,557.597,8.34625
HLB+,14,558.068,8.315
HLB+,14,558.54,8.28375
HLB+,14,559.011,8.24875
HLB+,14,559.483,8.2125
HLB+,14,559.954,8.17875
HLB+,14,560.426,8.13875
HLB+,14,560.897,8.0975
HLB+,15,540.18,10.0425
HLB+,15,540.65,10.0675
HLB+,15,541.12,10.09625
HLB+,15,541.59,10.12875
HLB+,15,542.06,10.155
HLB+,15,542.531,10.18
HLB+,15,543.001,10.20125
HLB+,15,543.471,10.215
HLB+,15,543.941,10.24
HLB+,15,544.412,10.26
HLB+,15,544.882,10.28
HLB+,15,545.353,10.29375
HLB+,15,545.823,10.3125
HLB+,15,546.294,10.32625
HLB+,15,546.764,10.33375
HLB+,15,547.235,10.34875
HLB+,15,547.705,10.36
HLB+,15,548.176,10.36375
HLB+,15,548.647,10.37125
HLB+,15,549.118,10.37
HLB+,15,549.588,10.36875
HLB+,15,550.059,10.36375
HLB+,15,550.53,10.36125
HLB+,15,551.001,10.36
HLB+,15,551.472,10.35
HLB+,15,551.943,10.33875
HLB+,15,552.414,10.32375
HLB+,15,552.885,10.3075
HLB+,15,553.356,10.28875
HLB+,15,553.827,10.26625
HLB+,15,554.298,10.245
HLB+,15,554.769,10.22
HLB+,15,555.24,10.1975
HLB+,15,555.711,10.16125
HLB+,15,556.183,10.13
HLB+,15,556.654,10.09875
HLB+,15,557.125,10.0625
HLB+,15,557.597,10.02375
HLB+,15,558.068,9.98875
HLB+,15,558.54,9.94375
HLB+,15,559.011,9.90375
HLB+,15,559.483,9.86
HLB+,15,559.954,9.81375
HLB+,15,560.426,9.76625
HLB+,15,560.897,9.70875
HLB+,16,540.18,10.02625
HLB+,16,540.65,10.0575
HLB+,16,541.12,10.08625
HLB+,16,541.59,10.11875
HLB+,16,542.06,10.15
HLB+,16,542.531,10.17625
HLB+,16,543.001,10.20125
HLB+,16,543.471,10.225
HLB+,16,543.941,10.24875
HLB+,16,544.412,10.27125
HLB+,16,544.882,10.29125
HLB+,16,545.353,10.3125
HLB+,16,545.823,10.33
HLB+,16,546.294,10.3475
HLB+,16,546.764,10.3625
HLB+,16,547.235,10.37625
HLB+,16,547.705,10.38875
HLB+,16,548.176,10.3975
HLB+,16,548.647,10.40375
HLB+,16,549.118,10.40875
HLB+,16,549.588,10.415
HLB+,16,550.059,10.4125
HLB+,16,550.53,10.41375
HLB+,16,551.001,10.41
HLB+,16,551.472,10.405
HLB+,16,551.943,10.3975
HLB+,16,552.414,10.3875
HLB+,16,552.885,10.37125
HLB+,16,553.356,10.36
HLB+,16,553.827,10.34125
HLB+,16,554.298,10.32125
HLB+,16,554.769,10.30125
HLB+,16,555.24,10.275
HLB+,16,555.711,10.25125
HLB+,16,556.183,10.22375
HLB+,16,556.654,10.1925
HLB+,16,557.125,10.16
HLB+,16,557.597,10.125
HLB+,16,558.068,10.08875
HLB+,16,558.54,10.04875
HLB+,16,559.011,10.01125
HLB+,16,559.483,9.96625
HLB+,16,559.954,9.9225
HLB+,16,560.426,9.875
HLB+,16,560.897,9.825
HLB+,17,540.18,10.6725
HLB+,17,540.65,10.70625
HLB+,17,541.12,10.73875
HLB+,17,541.59,10.7775
HLB+,17,542.06,10.80625
HLB+,17,542.531,10.83625
HLB+,17,543.001,10.8625
HLB+,17,543.471,10.88875
HLB+,17,543.941,10.91375
HLB+,17,544.412,10.94125
HLB+,17,544.882,10.965
HLB+,17,545.353,10.98625
HLB+,17,545.823,11.00625
HLB+,17,546.294,11.02375
HLB+,17,546.764,11.04125
HLB+,17,547.235,11.05375
HLB+,17,547.705,11.0725
HLB+,17,548.176,11.0825
HLB+,17,548.647,11.0925
HLB+,17,549.118,11.0975
HLB+,17,549.588,11.10125
HLB+,17,550.059,11.1025
HLB+,17,550.53,11.1025
HLB+,17,551.001,11.1025
HLB+,17,551.472,11.0975
HLB+,17,551.943,11.09125
HLB+,17,552.414,11.08
HLB+,17,552.885,11.0675
HLB+,17,553.356,11.0525
HLB+,17,553.827,11.0375
HLB+,17,554.298,11.015
HLB+,17,554.769,10.99375
HLB+,17,555.24,10.97125
HLB+,17,555.711,10.94125
HLB+,17,556.183,10.91125
HLB+,17,556.654,10.8825
HLB+,17,557.125,10.8475
HLB+,17,557.597,10.81125
HLB+,17,558.068,10.77625
HLB+,17,558.54,10.735
HLB+,17,559.011,10.6925
HLB+,17,559.483,10.6475
HLB+,17,559.954,10.605
HLB+,17,560.426,10.55625
HLB+,17,560.897,10.50125
HLB+,18,540.18,8.605
HLB+,18,540.65,8.625
HLB+,18,541.12,8.64625
HLB+,18,541.59,8.67125
HLB+,18,542.06,8.6925
HLB+,18,542.531,8.7125
HLB+,18,543.001,8.7275
HLB+,18,543.471,8.7375
HLB+,18,543.941,8.75625
HLB+,18,544.412,8.77
HLB+,18,544.882,8.7825
HLB+,18,545.353,8.7975
HLB+,18,545.823,8.8075
HLB+,18,546.294,8.8175
HLB+,18,546.764,8.8275
HLB+,18,547.235,8.835
HLB+,18,547.705,8.84375
HLB+,18,548.176,8.845
HLB+,18,548.647,8.8475
HLB+,18,549.118,8.84625
HLB+,18,549.588,8.845
HLB+,18,550.059,8.8375
HLB+,18,550.53,8.8375
HLB+,18,551.001,8.8325
HLB+,18,551.472,8.82375
HLB+,18,551.943,8.815
HLB+,18,552.414,8.79625
HLB+,18,552.885,8.785
HLB+,18,553.356,8.7675
HLB+,18,553.827,8.75125
HLB+,18,554.298,8.73
HLB+,18,554.769,8.70875
HLB+,18,555.24,8.6875
HLB+,18,555.711,8.65875
HLB+,18,556.183,8.63125
HLB+,18,556.654,8.6075
HLB+,18,557.125,8.57625
HLB+,18,557.597,8.545
HLB+,18,558.068,8.515
HLB+,18,558.54,8.47875
HLB+,18,559.011,8.4425
HLB+,18,559.483,8.40625
HLB+,18,559.954,8.3725
HLB+,18,560.426,8.3325
HLB+,18,560.897,8.28125
HLB+,19,540.18,9.905714286
HLB+,19,540.65,9.931428571
HLB+,19,541.12,9.958571429
HLB+,19,541.59,9.984285714
HLB+,19,542.06,10.01
HLB+,19,542.531,10.03571429
HLB+,19,543.001,10.05571429
HLB+,19,543.471,10.07857143
HLB+,19,543.941,10.09857143
HLB+,19,544.412,10.11714286
HLB+,19,544.882,10.13571429
HLB+,19,545.353,10.15285714
HLB+,19,545.823,10.17
HLB+,19,546.294,10.18428571
HLB+,19,546.764,10.19857143
HLB+,19,547.235,10.21
HLB+,19,547.705,10.22142857
HLB+,19,548.176,10.23142857
HLB+,19,548.647,10.23857143
HLB+,19,549.118,10.24285714
HLB+,19,549.588,10.24571429
HLB+,19,550.059,10.24714286
HLB+,19,550.53,10.25
HLB+,19,551.001,10.24857143
HLB+,19,551.472,10.24285714
HLB+,19,551.943,10.23857143
HLB+,19,552.414,10.22857143
HLB+,19,552.885,10.22
HLB+,19,553.356,10.21
HLB+,19,553.827,10.19571429
HLB+,19,554.298,10.17714286
HLB+,19,554.769,10.16142857
HLB+,19,555.24,10.14142857
HLB+,19,555.711,10.12
HLB+,19,556.183,10.09571429
HLB+,19,556.654,10.06714286
HLB+,19,557.125,10.04285714
HLB+,19,557.597,10.01142857
HLB+,19,558.068,9.98
HLB+,19,558.54,9.945714286
HLB+,19,559.011,9.911428571
HLB+,19,559.483,9.875714286
HLB+,19,559.954,9.835714286
HLB+,19,560.426,9.794285714
HLB+,19,560.897,9.751428571
HLB+,20,540.18,9.305
HLB+,20,540.65,9.33625
HLB+,20,541.12,9.37
HLB+,20,541.59,9.40375
HLB+,20,542.06,9.43375
