Sanidad,sub,w.length,prom
HLB+,21,792.68,66.56
HLB+,21,793.171,66.57125
HLB+,21,793.662,66.57875
HLB+,21,794.152,66.58875
HLB+,21,794.643,66.5975
HLB+,21,795.134,66.61
HLB+,21,795.625,66.6175
HLB+,21,796.116,66.625
HLB+,21,796.607,66.6325
HLB+,21,797.098,66.64
HLB+,21,797.59,66.65
HLB+,21,798.081,66.66
HLB+,21,798.572,66.67125
HLB+,21,799.063,66.68125
HLB+,21,799.555,66.68875
HLB+,21,800.046,66.69625
HLB+,21,800.537,66.70375
HLB+,22,780.425,58.64125
HLB+,22,780.915,58.6425
HLB+,22,781.405,58.64625
HLB+,22,781.894,58.65
HLB+,22,782.384,58.65375
HLB+,22,782.874,58.6575
HLB+,22,783.364,58.6575
HLB+,22,783.854,58.66125
HLB+,22,784.344,58.66375
HLB+,22,784.834,58.6675
HLB+,22,785.324,58.6675
HLB+,22,785.814,58.67
HLB+,22,786.304,58.67625
HLB+,22,786.794,58.67875
HLB+,22,787.285,58.67875
HLB+,22,787.775,58.68
HLB+,22,788.265,58.6825
HLB+,22,788.756,58.6825
HLB+,22,789.246,58.69
HLB+,22,789.736,58.69
HLB+,22,790.227,58.6925
HLB+,22,790.717,58.695
HLB+,22,791.208,58.695
HLB+,22,791.699,58.6975
HLB+,22,792.189,58.6975
HLB+,22,792.68,58.7
HLB+,22,793.171,58.70125
HLB+,22,793.662,58.705
HLB+,22,794.152,58.705
HLB+,22,794.643,58.705
HLB+,22,795.134,58.7075
HLB+,22,795.625,58.70875
HLB+,22,796.116,58.71
HLB+,22,796.607,58.71
HLB+,22,797.098,58.71
HLB+,22,797.59,58.7125
HLB+,22,798.081,58.7125
HLB+,22,798.572,58.715
HLB+,22,799.063,58.71375
HLB+,22,799.555,58.715
HLB+,22,800.046,58.71625
HLB+,22,800.537,58.71875
HLB+,23,780.425,62.265
HLB+,23,780.915,62.2725
HLB+,23,781.405,62.28375
HLB+,23,781.894,62.29125
HLB+,23,782.384,62.3025
HLB+,23,782.874,62.3125
HLB+,23,783.364,62.3225
HLB+,23,783.854,62.33
HLB+,23,784.344,62.34
HLB+,23,784.834,62.34875
HLB+,23,785.324,62.3575
HLB+,23,785.814,62.3675
HLB+,23,786.304,62.37625
HLB+,23,786.794,62.38375
HLB+,23,787.285,62.395
HLB+,23,787.775,62.40125
HLB+,23,788.265,62.40875
HLB+,23,788.756,62.4175
HLB+,23,789.246,62.42625
HLB+,23,789.736,62.43375
HLB+,23,790.227,62.44375
HLB+,23,790.717,62.45
HLB+,23,791.208,62.45875
HLB+,23,791.699,62.46625
HLB+,23,792.189,62.4725
HLB+,23,792.68,62.47875
HLB+,23,793.171,62.4875
HLB+,23,793.662,62.495
HLB+,23,794.152,62.5
HLB+,23,794.643,62.505
HLB+,23,795.134,62.51625
HLB+,23,795.625,62.52125
HLB+,23,796.116,62.52625
HLB+,23,796.607,62.5325
HLB+,23,797.098,62.53875
HLB+,23,797.59,62.54375
HLB+,23,798.081,62.54875
HLB+,23,798.572,62.555
HLB+,23,799.063,62.5575
HLB+,23,799.555,62.56625
HLB+,23,800.046,62.57375
HLB+,23,800.537,62.5775
HLB+,24,780.425,66.29625
HLB+,24,780.915,66.315
HLB+,24,781.405,66.33125
HLB+,24,781.894,66.35
HLB+,24,782.384,66.37
HLB+,24,782.874,66.38875
HLB+,24,783.364,66.40625
HLB+,24,783.854,66.425
HLB+,24,784.344,66.4425
HLB+,24,784.834,66.4625
HLB+,24,785.324,66.47625
HLB+,24,785.814,66.495
HLB+,24,786.304,66.5125
HLB+,24,786.794,66.5325
HLB+,24,787.285,66.55375
HLB+,24,787.775,66.56625
HLB+,24,788.265,66.5825
HLB+,24,788.756,66.59875
HLB+,24,789.246,66.61375
HLB+,24,789.736,66.6325
HLB+,24,790.227,66.65
HLB+,24,790.717,66.66625
HLB+,24,791.208,66.6825
HLB+,24,791.699,66.7
HLB+,24,792.189,66.71375
HLB+,24,792.68,66.7275
HLB+,24,793.171,66.7425
HLB+,24,793.662,66.755
HLB+,24,794.152,66.7675
HLB+,24,794.643,66.77875
HLB+,24,795.134,66.79375
HLB+,24,795.625,66.805
HLB+,24,796.116,66.81625
HLB+,24,796.607,66.82875
HLB+,24,797.098,66.8375
HLB+,24,797.59,66.84875
HLB+,24,798.081,66.865
HLB+,24,798.572,66.87875
HLB+,24,799.063,66.89125
HLB+,24,799.555,66.9025
HLB+,24,800.046,66.91375
HLB+,24,800.537,66.9225
HLB+,25,780.425,59.03
HLB+,25,780.915,59.034375
HLB+,25,781.405,59.03875
HLB+,25,781.894,59.044375
HLB+,25,782.384,59.05
HLB+,25,782.874,59.05375
HLB+,25,783.364,59.05625
HLB+,25,783.854,59.060625
HLB+,25,784.344,59.065625
HLB+,25,784.834,59.07
HLB+,25,785.324,59.074375
HLB+,25,785.814,59.07875
HLB+,25,786.304,59.083125
HLB+,25,786.794,59.086875
HLB+,25,787.285,59.09
HLB+,25,787.775,59.094375
HLB+,25,788.265,59.098125
HLB+,25,788.756,59.101875
HLB+,25,789.246,59.10625
HLB+,25,789.736,59.11
HLB+,25,790.227,59.114375
HLB+,25,790.717,59.1175
HLB+,25,791.208,59.120625
HLB+,25,791.699,59.125
HLB+,25,792.189,59.12875
HLB+,25,792.68,59.13125
HLB+,25,793.171,59.134375
HLB+,25,793.662,59.136875
HLB+,25,794.152,59.13875
HLB+,25,794.643,59.1425
HLB+,25,795.134,59.145625
HLB+,25,795.625,59.148125
HLB+,25,796.116,59.15125
HLB+,25,796.607,59.155
HLB+,25,797.098,59.158125
HLB+,25,797.59,59.16
HLB+,25,798.081,59.161875
HLB+,25,798.572,59.164375
HLB+,25,799.063,59.166875
HLB+,25,799.555,59.169375
HLB+,25,800.046,59.1725
HLB+,25,800.537,59.175625
HLB+,26,780.425,64.60125
HLB+,26,780.915,64.6125
HLB+,26,781.405,64.62375
HLB+,26,781.894,64.63625
HLB+,26,782.384,64.6475
HLB+,26,782.874,64.66
HLB+,26,783.364,64.6725
HLB+,26,783.854,64.6825
HLB+,26,784.344,64.6925
HLB+,26,784.834,64.70625
HLB+,26,785.324,64.715
HLB+,26,785.814,64.72875
HLB+,26,786.304,64.7375
HLB+,26,786.794,64.7475
HLB+,26,787.285,64.7625
HLB+,26,787.775,64.77375
HLB+,26,788.265,64.7825
HLB+,26,788.756,64.7925
HLB+,26,789.246,64.8025
HLB+,26,789.736,64.8125
HLB+,26,790.227,64.8225
HLB+,26,790.717,64.83375
HLB+,26,791.208,64.845
HLB+,26,791.699,64.855
HLB+,26,792.189,64.86375
HLB+,26,792.68,64.87125
HLB+,26,793.171,64.88125
HLB+,26,793.662,64.8925
HLB+,26,794.152,64.9
HLB+,26,794.643,64.9075
HLB+,26,795.134,64.9175
HLB+,26,795.625,64.925
HLB+,26,796.116,64.9325
HLB+,26,796.607,64.94125
HLB+,26,797.098,64.9475
HLB+,26,797.59,64.955
HLB+,26,798.081,64.965
HLB+,26,798.572,64.97375
HLB+,26,799.063,64.97875
HLB+,26,799.555,64.98625
HLB+,26,800.046,64.99375
HLB+,26,800.537,64.99875
HLB+,27,780.425,63.51833333
HLB+,27,780.915,63.53
HLB+,27,781.405,63.54333333
HLB+,27,781.894,63.55833333
HLB+,27,782.384,63.57166667
HLB+,27,782.874,63.58666667
HLB+,27,783.364,63.6
HLB+,27,783.854,63.61333333
HLB+,27,784.344,63.62666667
HLB+,27,784.834,63.64
HLB+,27,785.324,63.65333333
HLB+,27,785.814,63.66833333
HLB+,27,786.304,63.68
HLB+,27,786.794,63.69333333
HLB+,27,787.285,63.71
HLB+,27,787.775,63.72333333
HLB+,27,788.265,63.73333333
HLB+,27,788.756,63.745
HLB+,27,789.246,63.75833333
HLB+,27,789.736,63.77333333
HLB+,27,790.227,63.78833333
HLB+,27,790.717,63.79833333
HLB+,27,791.208,63.81
HLB+,27,791.699,63.82166667
HLB+,27,792.189,63.83666667
HLB+,27,792.68,63.84666667
HLB+,27,793.171,63.85666667
HLB+,27,793.662,63.86333333
HLB+,27,794.152,63.87166667
HLB+,27,794.643,63.88
HLB+,27,795.134,63.89166667
HLB+,27,795.625,63.9
HLB+,27,796.116,63.90666667
HLB+,27,796.607,63.91666667
HLB+,27,797.098,63.92166667
HLB+,27,797.59,63.92833333
HLB+,27,798.081,63.94
HLB+,27,798.572,63.95
HLB+,27,799.063,63.95666667
HLB+,27,799.555,63.97
HLB+,27,800.046,63.975
HLB+,27,800.537,63.98
HLB-,29,780.425,61.45875
HLB-,29,780.915,61.465
HLB-,29,781.405,61.47125
HLB-,29,781.894,61.4725
HLB-,29,782.384,61.48125
HLB-,29,782.874,61.48625
HLB-,29,783.364,61.48875
HLB-,29,783.854,61.4925
HLB-,29,784.344,61.4975
HLB-,29,784.834,61.50125
HLB-,29,785.324,61.505
HLB-,29,785.814,61.5125
HLB-,29,786.304,61.51375
HLB-,29,786.794,61.5175
HLB-,29,787.285,61.52375
HLB-,29,787.775,61.52625
HLB-,29,788.265,61.52875
HLB-,29,788.756,61.5325
HLB-,29,789.246,61.535
HLB-,29,789.736,61.5375
HLB-,29,790.227,61.54125
HLB-,29,790.717,61.545
HLB-,29,791.208,61.54875
HLB-,29,791.699,61.55375
HLB-,29,792.189,61.55625
HLB-,29,792.68,61.5575
HLB-,29,793.171,61.56125
HLB-,29,793.662,61.565
HLB-,29,794.152,61.56625
HLB-,29,794.643,61.56875
HLB-,29,795.134,61.57
HLB-,29,795.625,61.575
HLB-,29,796.116,61.5775
HLB-,29,796.607,61.58
HLB-,29,797.098,61.58125
HLB-,29,797.59,61.58375
HLB-,29,798.081,61.585
HLB-,29,798.572,61.5875
HLB-,29,799.063,61.59125
HLB-,29,799.555,61.59375
HLB-,29,800.046,61.595
HLB-,29,800.537,61.59625
HLB-,30,780.425,67.04
HLB-,30,780.915,67.055
HLB-,30,781.405,67.06875
HLB-,30,781.894,67.08625
HLB-,30,782.384,67.1025
HLB-,30,782.874,67.12
HLB-,30,783.364,67.135
HLB-,30,783.854,67.14875
HLB-,30,784.344,67.16375
HLB-,30,784.834,67.185
HLB-,30,785.324,67.2
HLB-,30,785.814,67.21625
HLB-,30,786.304,67.23125
HLB-,30,786.794,67.24625
HLB-,30,787.285,67.2675
HLB-,30,787.775,67.28125
HLB-,30,788.265,67.2975
HLB-,30,788.756,67.31125
HLB-,30,789.246,67.32625
HLB-,30,789.736,67.34125
HLB-,30,790.227,67.3575
HLB-,30,790.717,67.3725
HLB-,30,791.208,67.38625
HLB-,30,791.699,67.40375
HLB-,30,792.189,67.41375
HLB-,30,792.68,67.42875
HLB-,30,793.171,67.43875
HLB-,30,793.662,67.455
HLB-,30,794.152,67.46625
HLB-,30,794.643,67.47625
HLB-,30,795.134,67.48875
HLB-,30,795.625,67.49875
HLB-,30,796.116,67.5075
HLB-,30,796.607,67.51875
HLB-,30,797.098,67.52625
HLB-,30,797.59,67.53625
HLB-,30,798.081,67.54875
HLB-,30,798.572,67.56
HLB-,30,799.063,67.57
HLB-,30,799.555,67.5775
HLB-,30,800.046,67.5875
HLB-,30,800.537,67.59625
HLB-,31,780.425,65.59714286
HLB-,31,780.915,65.61571429
HLB-,31,781.405,65.63571429
HLB-,31,781.894,65.65857143
HLB-,31,782.384,65.67857143
HLB-,31,782.874,65.69857143
HLB-,31,783.364,65.72
HLB-,31,783.854,65.74
HLB-,31,784.344,65.76
HLB-,31,784.834,65.78428571
HLB-,31,785.324,65.80142857
HLB-,31,785.814,65.82
HLB-,31,786.304,65.83857143
HLB-,31,786.794,65.85857143
HLB-,31,787.285,65.88285714
HLB-,31,787.775,65.90142857
HLB-,31,788.265,65.91714286
HLB-,31,788.756,65.93428571
HLB-,31,789.246,65.95285714
HLB-,31,789.736,65.97
HLB-,31,790.227,65.99
HLB-,31,790.717,66.00857143
HLB-,31,791.208,66.02714286
HLB-,31,791.699,66.04428571
HLB-,31,792.189,66.06
HLB-,31,792.68,66.07428571
HLB-,31,793.171,66.09285714
HLB-,31,793.662,66.10428571
HLB-,31,794.152,66.11857143
HLB-,31,794.643,66.13285714
HLB-,31,795.134,66.14714286
HLB-,31,795.625,66.15857143
HLB-,31,796.116,66.17142857
HLB-,31,796.607,66.18571429
HLB-,31,797.098,66.19428571
HLB-,31,797.59,66.20714286
HLB-,31,798.081,66.22142857
HLB-,31,798.572,66.23857143
HLB-,31,799.063,66.25
HLB-,31,799.555,66.26428571
HLB-,31,800.046,66.27714286
HLB-,31,800.537,66.29
HLB-,32,780.425,60.71625
HLB-,32,780.915,60.71875
HLB-,32,781.405,60.72125
HLB-,32,781.894,60.72625
HLB-,32,782.384,60.7275
HLB-,32,782.874,60.73
HLB-,32,783.364,60.7325
HLB-,32,783.854,60.7325
HLB-,32,784.344,60.73375
HLB-,32,784.834,60.73875
HLB-,32,785.324,60.74
HLB-,32,785.814,60.74125
HLB-,32,786.304,60.74375
HLB-,32,786.794,60.74625
HLB-,32,787.285,60.75
HLB-,32,787.775,60.75125
HLB-,32,788.265,60.755
HLB-,32,788.756,60.75625
HLB-,32,789.246,60.75625
HLB-,32,789.736,60.75875
HLB-,32,790.227,60.75875
HLB-,32,790.717,60.76
HLB-,32,791.208,60.7625
HLB-,32,791.699,60.765
HLB-,32,792.189,60.76625
HLB-,32,792.68,60.76875
HLB-,32,793.171,60.76875
HLB-,32,793.662,60.76875
HLB-,32,794.152,60.77
HLB-,32,794.643,60.77
HLB-,32,795.134,60.77375
HLB-,32,795.625,60.775
HLB-,32,796.116,60.77625
HLB-,32,796.607,60.77875
HLB-,32,797.098,60.77875
HLB-,32,797.59,60.7825
HLB-,32,798.081,60.78
HLB-,32,798.572,60.78125
HLB-,32,799.063,60.7825
HLB-,32,799.555,60.78375
HLB-,32,800.046,60.785
HLB-,32,800.537,60.785
HLB-,33,780.425,64.54875
HLB-,33,780.915,64.56375
HLB-,33,781.405,64.5775
HLB-,33,781.894,64.59625
HLB-,33,782.384,64.61375
HLB-,33,782.874,64.63
HLB-,33,783.364,64.645
HLB-,33,783.854,64.6575
HLB-,33,784.344,64.675
HLB-,33,784.834,64.6925
HLB-,33,785.324,64.70625
HLB-,33,785.814,64.72375
HLB-,33,786.304,64.735
HLB-,33,786.794,64.7525
HLB-,33,787.285,64.77125
HLB-,33,787.775,64.78625
HLB-,33,788.265,64.8
HLB-,33,788.756,64.81125
HLB-,33,789.246,64.8275
HLB-,33,789.736,64.84125
HLB-,33,790.227,64.8575
HLB-,33,790.717,64.87
HLB-,33,791.208,64.885
HLB-,33,791.699,64.89875
HLB-,33,792.189,64.91
HLB-,33,792.68,64.92375
HLB-,33,793.171,64.935
HLB-,33,793.662,64.94875
HLB-,33,794.152,64.95875
HLB-,33,794.643,64.97
HLB-,33,795.134,64.9825
HLB-,33,795.625,64.9925
HLB-,33,796.116,65.00125
HLB-,33,796.607,65.0125
HLB-,33,797.098,65.0175
HLB-,33,797.59,65.02625
HLB-,33,798.081,65.03875
HLB-,33,798.572,65.05
HLB-,33,799.063,65.0575
HLB-,33,799.555,65.0675
HLB-,33,800.046,65.07625
HLB-,33,800.537,65.0825
HLB-,34,780.425,63.41375
HLB-,34,780.915,63.43375
HLB-,34,781.405,63.45
HLB-,34,781.894,63.4675
HLB-,34,782.384,63.4875
HLB-,34,782.874,63.50625
HLB-,34,783.364,63.525
HLB-,34,783.854,63.5425
HLB-,34,784.344,63.5575
HLB-,34,784.834,63.57875
HLB-,34,785.324,63.595
HLB-,34,785.814,63.61375
HLB-,34,786.304,63.62875
HLB-,34,786.794,63.6475
HLB-,34,787.285,63.67125
HLB-,34,787.775,63.6875
HLB-,34,788.265,63.7025
HLB-,34,788.756,63.71875
HLB-,34,789.246,63.73375
HLB-,34,789.736,63.75125
HLB-,34,790.227,63.7675
HLB-,34,790.717,63.78375
HLB-,34,791.208,63.80375
HLB-,34,791.699,63.81875
HLB-,34,792.189,63.83375
HLB-,34,792.68,63.8475
HLB-,34,793.171,63.85875
HLB-,34,793.662,63.875
HLB-,34,794.152,63.88625
HLB-,34,794.643,63.90125
HLB-,34,795.134,63.9125
HLB-,34,795.625,63.92625
HLB-,34,796.116,63.935
HLB-,34,796.607,63.94875
HLB-,34,797.098,63.9575
HLB-,34,797.59,63.97
HLB-,34,798.081,63.985
HLB-,34,798.572,63.99875
HLB-,34,799.063,64.01125
HLB-,34,799.555,64.0225
HLB-,34,800.046,64.035
HLB-,34,800.537,64.04625
HLB-,35,780.425,62.85857143
HLB-,35,780.915,62.86
HLB-,35,781.405,62.86571429
HLB-,35,781.894,62.87428571
HLB-,35,782.384,62.87428571
HLB-,35,782.874,62.87857143
HLB-,35,783.364,62.88142857
HLB-,35,783.854,62.88714286
HLB-,35,784.344,62.88857143
HLB-,35,784.834,62.89285714
HLB-,35,785.324,62.89571429
HLB-,35,785.814,62.9
HLB-,35,786.304,62.90285714
HLB-,35,786.794,62.90714286
HLB-,35,787.285,62.91
HLB-,35,787.775,62.91142857
HLB-,35,788.265,62.91285714
HLB-,35,788.756,62.91571429
HLB-,35,789.246,62.91857143
HLB-,35,789.736,62.92142857
HLB-,35,790.227,62.92571429
HLB-,35,790.717,62.92571429
HLB-,35,791.208,62.92857143
HLB-,35,791.699,62.93142857
HLB-,35,792.189,62.93142857
HLB-,35,792.68,62.93428571
HLB-,35,793.171,62.93571429
HLB-,35,793.662,62.93857143
HLB-,35,794.152,62.93714286
HLB-,35,794.643,62.94
HLB-,35,795.134,62.94142857
HLB-,35,795.625,62.94428571
HLB-,35,796.116,62.94571429
HLB-,35,796.607,62.94571429
HLB-,35,797.098,62.94714286
HLB-,35,797.59,62.95
HLB-,35,798.081,62.95142857
HLB-,35,798.572,62.95428571
HLB-,35,799.063,62.95428571
HLB-,35,799.555,62.95285714
HLB-,35,800.046,62.95428571
HLB-,35,800.537,62.95571429
HLB-,36,780.425,63.70375
HLB-,36,780.915,63.715
HLB-,36,781.405,63.725
HLB-,36,781.894,63.74
HLB-,36,782.384,63.7525
HLB-,36,782.874,63.765
HLB-,36,783.364,63.78125
HLB-,36,783.854,63.79375
HLB-,36,784.344,63.805
HLB-,36,784.834,63.82
HLB-,36,785.324,63.83125
HLB-,36,785.814,63.8475
HLB-,36,786.304,63.85875
HLB-,36,786.794,63.8725
HLB-,36,787.285,63.88875
HLB-,36,787.775,63.90125
HLB-,36,788.265,63.91375
HLB-,36,788.756,63.925
HLB-,36,789.246,63.94
HLB-,36,789.736,63.95
HLB-,36,790.227,63.965
HLB-,36,790.717,63.97625
HLB-,36,791.208,63.99125
HLB-,36,791.699,64.00125
HLB-,36,792.189,64.01125
HLB-,36,792.68,64.02375
HLB-,36,793.171,64.03375
HLB-,36,793.662,64.04375
HLB-,36,794.152,64.05375
HLB-,36,794.643,64.0625
HLB-,36,795.134,64.07375
HLB-,36,795.625,64.085
HLB-,36,796.116,64.09125
HLB-,36,796.607,64.10125
HLB-,36,797.098,64.10625
HLB-,36,797.59,64.115
HLB-,36,798.081,64.1225
HLB-,36,798.572,64.1325
HLB-,36,799.063,64.14125
HLB-,36,799.555,64.14875
HLB-,36,800.046,64.15375
HLB-,36,800.537,64.1625
HLB-,37,780.425,65.66
HLB-,37,780.915,65.68
HLB-,37,781.405,65.69444444
HLB-,37,781.894,65.71555556
HLB-,37,782.384,65.73666667
HLB-,37,782.874,65.75666667
HLB-,37,783.364,65.77666667
HLB-,37,783.854,65.79555556
HLB-,37,784.344,65.81555556
HLB-,37,784.834,65.83666667
HLB-,37,785.324,65.85222222
HLB-,37,785.814,65.87333333
HLB-,37,786.304,65.89111111
HLB-,37,786.794,65.90888889
HLB-,37,787.285,65.93444444
HLB-,37,787.775,65.95111111
HLB-,37,788.265,65.96777778
HLB-,37,788.756,65.98333333
HLB-,37,789.246,66.00111111
HLB-,37,789.736,66.01888889
HLB-,37,790.227,66.03444444
HLB-,37,790.717,66.05666667
HLB-,37,791.208,66.07555556
HLB-,37,791.699,66.09
HLB-,37,792.189,66.10666667
HLB-,37,792.68,66.12222222
HLB-,37,793.171,66.13555556
HLB-,37,793.662,66.14888889
HLB-,37,794.152,66.16222222
HLB-,37,794.643,66.17555556
HLB-,37,795.134,66.19
HLB-,37,795.625,66.20444444
HLB-,37,796.116,66.21333333
HLB-,37,796.607,66.22555556
HLB-,37,797.098,66.23555556
HLB-,37,797.59,66.25111111
HLB-,37,798.081,66.26444444
HLB-,37,798.572,66.28
HLB-,37,799.063,66.29333333
HLB-,37,799.555,66.30555556
HLB-,37,800.046,66.31888889
HLB-,37,800.537,66.33111111
HLB-,38,780.425,60.44625
HLB-,38,780.915,60.4475
HLB-,38,781.405,60.4525
HLB-,38,781.894,60.45625
HLB-,38,782.384,60.45875
HLB-,38,782.874,60.46125
HLB-,38,783.364,60.46625
HLB-,38,783.854,60.46625
HLB-,38,784.344,60.47125
HLB-,38,784.834,60.47375
HLB-,38,785.324,60.47625
HLB-,38,785.814,60.47875
HLB-,38,786.304,60.4825
HLB-,38,786.794,60.48375
HLB-,38,787.285,60.4875
HLB-,38,787.775,60.4875
HLB-,38,788.265,60.4925
HLB-,38,788.756,60.495
HLB-,38,789.246,60.4975
HLB-,38,789.736,60.49875
HLB-,38,790.227,60.49875
HLB-,38,790.717,60.50375
HLB-,38,791.208,60.505
HLB-,38,791.699,60.505
HLB-,38,792.189,60.50625
HLB-,38,792.68,60.50875
HLB-,38,793.171,60.51
HLB-,38,793.662,60.5125
HLB-,38,794.152,60.515
HLB-,38,794.643,60.51625
HLB-,38,795.134,60.5175
HLB-,38,795.625,60.52
HLB-,38,796.116,60.51875
HLB-,38,796.607,60.52
HLB-,38,797.098,60.5225
HLB-,38,797.59,60.5225
HLB-,38,798.081,60.5225
HLB-,38,798.572,60.5225
HLB-,38,799.063,60.52625
HLB-,38,799.555,60.52875
HLB-,38,800.046,60.52875
HLB-,38,800.537,60.52875
HLB-,39,780.425,64.46666667
HLB-,39,780.915,64.48166667
HLB-,39,781.405,64.49166667
HLB-,39,781.894,64.50333333
HLB-,39,782.384,64.51833333
HLB-,39,782.874,64.53166667
HLB-,39,783.364,64.54166667
HLB-,39,783.854,64.55666667
HLB-,39,784.344,64.56833333
HLB-,39,784.834,64.58166667
HLB-,39,785.324,64.595
HLB-,39,785.814,64.60833333
HLB-,39,786.304,64.62
HLB-,39,786.794,64.635
HLB-,39,787.285,64.65
HLB-,39,787.775,64.66333333
HLB-,39,788.265,64.675
HLB-,39,788.756,64.685
HLB-,39,789.246,64.69833333
HLB-,39,789.736,64.71333333
HLB-,39,790.227,64.725
HLB-,39,790.717,64.73666667
HLB-,39,791.208,64.75
HLB-,39,791.699,64.76333333
HLB-,39,792.189,64.77166667
HLB-,39,792.68,64.78333333
HLB-,39,793.171,64.79333333
HLB-,39,793.662,64.80333333
HLB-,39,794.152,64.81166667
HLB-,39,794.643,64.82166667
HLB-,39,795.134,64.83166667
HLB-,39,795.625,64.84166667
HLB-,39,796.116,64.85
HLB-,39,796.607,64.85833333
HLB-,39,797.098,64.86333333
HLB-,39,797.59,64.87166667
HLB-,39,798.081,64.88
HLB-,39,798.572,64.89166667
HLB-,39,799.063,64.89833333
HLB-,39,799.555,64.90833333
HLB-,39,800.046,64.91166667
HLB-,39,800.537,64.92
HLB-,40,780.425,62.445
HLB-,40,780.915,62.46333333
HLB-,40,781.405,62.47833333
HLB-,40,781.894,62.49666667
HLB-,40,782.384,62.51833333
HLB-,40,782.874,62.535
HLB-,40,783.364,62.55166667
HLB-,40,783.854,62.57166667
HLB-,40,784.344,62.58666667
HLB-,40,784.834,62.60666667
HLB-,40,785.324,62.62333333
HLB-,40,785.814,62.64
HLB-,40,786.304,62.65166667
HLB-,40,786.794,62.67166667
HLB-,40,787.285,62.69333333
HLB-,40,787.775,62.71
HLB-,40,788.265,62.725
HLB-,40,788.756,62.73666667
HLB-,40,789.246,62.75333333
HLB-,40,789.736,62.77
HLB-,40,790.227,62.785
HLB-,40,790.717,62.80166667
HLB-,40,791.208,62.82
HLB-,40,791.699,62.835
HLB-,40,792.189,62.845
HLB-,40,792.68,62.86166667
HLB-,40,793.171,62.87166667
HLB-,40,793.662,62.88666667
HLB-,40,794.152,62.89833333
HLB-,40,794.643,62.91
HLB-,40,795.134,62.92333333
HLB-,40,795.625,62.935
HLB-,40,796.116,62.945
HLB-,40,796.607,62.95833333
HLB-,40,797.098,62.96666667
HLB-,40,797.59,62.97666667
HLB-,40,798.081,62.99166667
HLB-,40,798.572,63.00333333
HLB-,40,799.063,63.015
HLB-,40,799.555,63.02833333
HLB-,40,800.046,63.03666667
HLB-,40,800.537,63.04833333
HLB-,41,780.425,61.20625
HLB-,41,780.915,61.20875
HLB-,41,781.405,61.21125
HLB-,41,781.894,61.21625
HLB-,41,782.384,61.2175
HLB-,41,782.874,61.2225
HLB-,41,783.364,61.2225
HLB-,41,783.854,61.225
HLB-,41,784.344,61.22625
HLB-,41,784.834,61.22875
HLB-,41,785.324,61.22875
HLB-,41,785.814,61.2325
HLB-,41,786.304,61.23375
HLB-,41,786.794,61.23875
HLB-,41,787.285,61.24
HLB-,41,787.775,61.24
HLB-,41,788.265,61.24
HLB-,41,788.756,61.2425
HLB-,41,789.246,61.24375
HLB-,41,789.736,61.24625
HLB-,41,790.227,61.24625
HLB-,41,790.717,61.24875
HLB-,41,791.208,61.25125
HLB-,41,791.699,61.25125
HLB-,41,792.189,61.25125
HLB-,41,792.68,61.2525
HLB-,41,793.171,61.255
HLB-,41,793.662,61.255
HLB-,41,794.152,61.255
HLB-,41,794.643,61.255
HLB-,41,795.134,61.255
HLB-,41,795.625,61.25625
HLB-,41,796.116,61.25625
HLB-,41,796.607,61.25875
HLB-,41,797.098,61.25875
HLB-,41,797.59,61.26
HLB-,41,798.081,61.26125
HLB-,41,798.572,61.26
HLB-,41,799.063,61.26
HLB-,41,799.555,61.26
HLB-,41,800.046,61.26
HLB-,41,800.537,61.25875
HLB-,42,780.425,65.40333333
HLB-,42,780.915,65.41166667
HLB-,42,781.405,65.425
HLB-,42,781.894,65.43666667
HLB-,42,782.384,65.44833333
HLB-,42,782.874,65.465
HLB-,42,783.364,65.47666667
HLB-,42,783.854,65.48666667
HLB-,42,784.344,65.49833333
HLB-,42,784.834,65.51666667
HLB-,42,785.324,65.52833333
HLB-,42,785.814,65.54333333
HLB-,42,786.304,65.555
HLB-,42,786.794,65.56666667
HLB-,42,787.285,65.58333333
HLB-,42,787.775,65.59666667
HLB-,42,788.265,65.61
HLB-,42,788.756,65.62333333
HLB-,42,789.246,65.635
HLB-,42,789.736,65.64833333
HLB-,42,790.227,65.66166667
HLB-,42,790.717,65.67333333
HLB-,42,791.208,65.68833333
HLB-,42,791.699,65.70333333
HLB-,42,792.189,65.71333333
HLB-,42,792.68,65.72333333
HLB-,42,793.171,65.73333333
HLB-,42,793.662,65.745
HLB-,42,794.152,65.75333333
HLB-,42,794.643,65.76333333
HLB-,42,795.134,65.775
HLB-,42,795.625,65.78666667
HLB-,42,796.116,65.795
HLB-,42,796.607,65.80166667
HLB-,42,797.098,65.81
HLB-,42,797.59,65.82
HLB-,42,798.081,65.83
HLB-,42,798.572,65.83666667
HLB-,42,799.063,65.84666667
HLB-,42,799.555,65.85666667
HLB-,42,800.046,65.86333333
HLB-,42,800.537,65.87166667
HLB-,43,780.425,63.55
HLB-,43,780.915,63.56875
HLB-,43,781.405,63.5825
HLB-,43,781.894,63.6025
HLB-,43,782.384,63.6225
HLB-,43,782.874,63.64125
HLB-,43,783.364,63.65875
HLB-,43,783.854,63.675
HLB-,43,784.344,63.6925
HLB-,43,784.834,63.71125
HLB-,43,785.324,63.72625
HLB-,43,785.814,63.7475
HLB-,43,786.304,63.76125
HLB-,43,786.794,63.78
HLB-,43,787.285,63.8025
HLB-,43,787.775,63.81875
